well_id,wellUse,As,Ca,Ra_Total,U
7198,Unknown,,81,,
7199,Unknown,,,,
7200,Unknown,,39,,
7201,Unknown,5,41,,
7204,Unknown,,657,,
7205,Unknown,,2.8,,
7206,Unknown,3,30,,
7207,Unknown,,65,,
7208,Unknown,,98,,
7210,Unknown,,5.7,,
7211,Unknown,,3.2,,
7212,Unknown,,45,,
7213,Unknown,23,2.8,,
7214,Unknown,,25,,
7215,Unknown,,24,,
7216,Unknown,,2.8,,
7220,Unknown,,42,,
7222,Unknown,,36,,
7223,Unknown,,41,,
7224,Unknown,,69,,
7225,Unknown,1,67,,
7226,Unknown,2,63,,
7227,Unknown,,98,,
7229,Unknown,1,89,,
7230,Unknown,1,93,,
7231,Unknown,5,19,,
7236,Unknown,1,76,,
7238,Unknown,,100,,
7239,Unknown,1,100,,16
7240,Unknown,,66.5,,
7245,Unknown,,4.2,,
7246,Unknown,,6,,
7247,Unknown,1,130,,23
7248,Unknown,,17,,
7249,Unknown,,28,,
7250,Unknown,2,190,,
7251,Unknown,,92,,
7252,Unknown,14,117,,
7253,Unknown,,4,,
7254,Unknown,1,88,,8
7255,Unknown,1,91.5,,
7256,Unknown,1,75,,
7257,Unknown,,110,,
7258,Unknown,1,90.5,,
7259,Unknown,,137,,
7260,Unknown,1,210,,
7274,Unknown,,117.5,,
7276,Unknown,,110,,
7279,Unknown,,33.5,,
7280,Unknown,4,18,,38
7286,Unknown,,172,,
7292,Unknown,,90,,
7312,Unknown,,11,,
7319,Unknown,,31,,
7321,Unknown,,75,,
7326,Unknown,,200,,
7328,Unknown,,1.2,,
7372,Unknown,,134,,
7382,Unknown,,14,,
7385,Unknown,,27.5,,
7386,Unknown,,29,,
7387,Unknown,,39,,
7388,Unknown,,13,,
7389,Unknown,,24.5,,
7390,Unknown,,390,,
7391,Unknown,,100,,
7392,Unknown,,31,,
7393,Unknown,,22,,
7396,Unknown,,98.5,,
7397,Unknown,,110,,
7398,Unknown,,108.5,,
7399,Unknown,,110,,
7401,Unknown,,79,,
7402,Unknown,,150,,
7403,Unknown,,87,,
7404,Unknown,,125,,
7405,Unknown,,,,
7406,Unknown,,83,,
7407,Unknown,,100,,
7408,Unknown,,12,,
7409,Unknown,,66,,
7413,Unknown,,140,,
7414,Unknown,,41,,
7415,Unknown,,57,,
7420,Unknown,,92,,
7423,Unknown,,71,,
7425,Unknown,,180,,
7426,Unknown,,20,,
7427,Unknown,,24,,
7428,Unknown,,57,,
7430,Unknown,1,49,,
7431,Unknown,,,,
7432,Unknown,,36,,
7433,Unknown,,7,,
7434,Unknown,,72,,
7436,Unknown,,,,
7448,Unknown,,33,,
7449,Unknown,,7.5,,
7452,Unknown,,18,,
7455,Unknown,,81,,
7457,Unknown,,16,,
7459,Unknown,,508,,
7460,Unknown,,86,,
7461,Unknown,,25,,
7462,Unknown,,474,,
7463,Unknown,,19,,
7464,Unknown,,12,,
7465,Unknown,,54,,
7466,Unknown,,,,
7467,Unknown,,,,
7468,Unknown,,66,,
7469,Unknown,,,,
7470,Unknown,,23,,
7471,Unknown,,,,
7472,Unknown,,28,,
7473,Unknown,,46,,
7474,Unknown,,119,,
7475,Unknown,,545,,
7476,Unknown,,36,,
7477,Unknown,,60,,
7478,Unknown,,67,,
7479,Unknown,,85,,
7480,Unknown,,43,,
7481,Unknown,,42,,
7482,Unknown,,167,,
7483,Unknown,,8,,
7484,Unknown,,25,,
7485,Unknown,,,,
7486,Unknown,,40,,
7487,Unknown,,49,,
7488,Unknown,,36,,
7489,Unknown,,96,,
7490,Unknown,,,,
7491,Unknown,,47,,
7492,Unknown,,,,
7493,Unknown,,98,,
7494,Unknown,,81,,
7495,Unknown,,92,,
7496,Unknown,,34,,
7497,Unknown,,,,
7498,Unknown,,429,,
7499,Unknown,,79,,
7500,Unknown,,62,,
7501,Unknown,,,,
7502,Unknown,,12,,
7503,Unknown,,79,,
7504,Unknown,,6,,
7505,Unknown,,83,,
7506,Unknown,,6,,
7507,Unknown,,25,,
7508,Unknown,,44,,
7509,Unknown,,41,,
7510,Unknown,,34,,
7511,Unknown,,,,
7512,Unknown,,65,,
7513,Unknown,,18,,
7514,Unknown,,71,,
7515,Unknown,,34,,
7516,Unknown,,29,,
7517,Unknown,,26,,
7518,Unknown,,304,,
7519,Unknown,,,,
7520,Unknown,,11,,
7521,Unknown,,139,,
7522,Unknown,,6,,
7523,Unknown,,60,,
7524,Unknown,,10,,
7525,Unknown,,106,,
7526,Unknown,,19,,
7527,Unknown,,42,,
7528,Unknown,,,,
7529,Unknown,,96,,
7530,Unknown,,38,,
7531,Unknown,,190,,
7532,Unknown,,8,,
7533,Unknown,,,,
7534,Unknown,,,,
7535,Unknown,,90,,
7536,Unknown,,68,,
7537,Unknown,,532,,
7538,Unknown,,43,,
7539,Unknown,,2,,
7540,Unknown,,,,
7541,Unknown,,146,,
7542,Unknown,,81,,
7543,Unknown,,,,
7544,Unknown,,,,
7545,Unknown,,225,,
7546,Unknown,,13,,
7547,Unknown,,111,,
7548,Unknown,,183,,
7549,Unknown,,,,
7550,Unknown,,23,,
7551,Unknown,,91,,
7552,Unknown,,218,,
7553,Unknown,,,,
7554,Unknown,,6,,
7555,Unknown,,23,,
7556,Unknown,,5,,
7557,Unknown,,6,,
7558,Unknown,,4,,
7559,Unknown,,6,,
7560,Unknown,,48,,
7561,Unknown,,153,,
7562,Unknown,,,,
7563,Unknown,,138,,
7564,Unknown,,75,,
7565,Unknown,,62,,
7566,Unknown,,239,,
7567,Unknown,,48,,
7568,Unknown,,46,,
7569,Unknown,,,,
7570,Unknown,,42,,
7571,Unknown,,96,,
7572,Unknown,,189,,
7573,Unknown,,6,,
7574,Unknown,,214,,
7575,Unknown,,15,,
7576,Unknown,,278,,
7577,Unknown,,684,,
7578,Unknown,,156,,
7579,Unknown,,52,,
7580,Unknown,,66,,
7581,Unknown,,23,,
7582,Unknown,,146,,
7583,Unknown,,,,
7584,Unknown,,44,,
7585,Unknown,,97,,
7586,Unknown,,51,,
7587,Unknown,,49,,
7588,Unknown,,33,,
7589,Unknown,,,,
7590,Unknown,,,,
7591,Unknown,,,,
7592,Unknown,,19,,
7593,Unknown,,71,,
7594,Unknown,,330,,
7595,Unknown,,,,
7596,Unknown,,1,,
7597,Unknown,,2,,
7598,Unknown,,5,,
7599,Unknown,,11,,
7600,Unknown,,6,,
7601,Unknown,,100,,
7602,Unknown,,2,,
7603,Unknown,,44,,
7604,Unknown,,,,
7605,Unknown,,17,,
7606,Unknown,,8,,
7607,Unknown,,19,,
7608,Unknown,,437,,
7609,Unknown,,,,
7610,Unknown,,100,,
7611,Unknown,,22,,
7612,Unknown,,198,,
7613,Unknown,,31,,
7614,Unknown,,18,,
7615,Unknown,,44,,
7616,Unknown,,99,,
7617,Unknown,,86,,
7618,Unknown,,70,,
7619,Unknown,,196,,
7620,Unknown,,277,,
7621,Unknown,,81,,
7622,Unknown,,131,,
7623,Unknown,,35,,
7624,Unknown,,,,
7625,Unknown,,54,,
7626,Unknown,,,,
7627,Unknown,,238,,
7628,Unknown,,60,,
7629,Unknown,,167,,
7630,Unknown,,,,
7631,Unknown,,151,,
7632,Unknown,,145,,
7633,Unknown,,,,
7634,Unknown,,476,,
7635,Unknown,,62,,
7636,Unknown,,26,,
7637,Unknown,,,,
7638,Unknown,,64,,
7639,Unknown,,112,,
7640,Unknown,,84,,
7641,Unknown,,464,,
7642,Unknown,,234,,
7643,Unknown,,,,
7644,Unknown,,69,,
7645,Unknown,,476,,
7646,Unknown,,110,,
7647,Unknown,,,,
7648,Unknown,,,,
7649,Unknown,,,,
7650,Unknown,,3,,
7651,Unknown,,46,,
7652,Unknown,,,,
7653,Unknown,,,,
7654,Unknown,,,,
7655,Unknown,,,,
7656,Unknown,,155,,
7657,Unknown,,,,
7658,Unknown,,9,,
7659,Unknown,,98,,
7660,Unknown,,44,,
7661,Unknown,,65,,
7662,Unknown,,114,,
7663,Unknown,,,,
7664,Unknown,,3,,
7665,Unknown,,4,,
7666,Unknown,,,,
7667,Unknown,,,,
7668,Unknown,,2,,
7669,Unknown,,7,,
7670,Unknown,,46,,
7671,Unknown,,,,
7672,Unknown,,,,
7673,Unknown,,,,
7674,Unknown,,,,
7675,Unknown,,50,,
7676,Unknown,,122,,
7677,Unknown,,182,,
7678,Unknown,,68,,
7679,Unknown,,57,,
7680,Unknown,,123,,
7681,Unknown,,,,
7682,Unknown,,114,,
7683,Unknown,,2,,
7684,Unknown,,,,
7685,Unknown,,,,
7686,Unknown,,7,,
7687,Unknown,,9,,
7688,Unknown,,,,
7689,Unknown,,2,,
7690,Unknown,,,,
7691,Unknown,,110,,
7692,Unknown,,3,,
7693,Unknown,,151,,
7694,Unknown,,6,,
7695,Unknown,,24,,
7696,Unknown,,6,,
7697,Unknown,,15,,
7698,Unknown,,39,,
7699,Unknown,,,,
7700,Unknown,,47,,
7701,Unknown,,1,,
7702,Unknown,,27,,
7703,Unknown,,96,,
7704,Unknown,,97,,
7705,Unknown,,169,,
7706,Unknown,,116,,
7707,Unknown,,110,,
7708,Unknown,,32,,
7709,Unknown,,72,,
7710,Unknown,,42,,
7711,Unknown,,64,,
7712,Unknown,,8,,
7713,Unknown,,,,
7714,Unknown,,52,,
7715,Unknown,,26,,
7716,Unknown,,118,,
7717,Unknown,,136,,
7718,Unknown,,2,,
7719,Unknown,,89,,
7720,Unknown,,2,,
7721,Unknown,,130,,
7722,Unknown,,20,,
7723,Unknown,,,,
7724,Unknown,,,,
7725,Unknown,,42,,
7726,Unknown,,13,,
7727,Unknown,,28,,
7728,Unknown,,40,,
7729,Unknown,,29,,
7730,Unknown,,79,,
7731,Unknown,,140,,
7732,Unknown,,68,,
7733,Unknown,,19,,
7734,Unknown,,26,,
7735,Unknown,,62,,
7736,Unknown,,75,,
7737,Unknown,,29,,
7738,Unknown,,91,,
7739,Unknown,,36,,
7740,Unknown,,73,,
7741,Unknown,,25,,
7742,Unknown,,32,,
7743,Unknown,,59,,
7744,Unknown,,21,,
7745,Unknown,,48,,
7746,Unknown,,,,
7747,Unknown,,54,,
7748,Unknown,,104,,
7749,Unknown,,64,,
7750,Unknown,,49,,
7751,Unknown,,80,,
7752,Unknown,,80,,
7753,Unknown,,74,,
7754,Unknown,,90,,
7755,Unknown,,34,,
7756,Unknown,,58,,
7757,Unknown,,28,,
7758,Unknown,,60,,
7759,Unknown,,12,,
7760,Unknown,,,,
7761,Unknown,,53,,
7762,Unknown,,130,,
7763,Unknown,,44,,
7764,Unknown,,50,,
7765,Unknown,,74,,
7766,Unknown,,82,,
7767,Unknown,,70,,
7768,Unknown,,120,,
7769,Unknown,,14,,
7770,Unknown,,130,,
7771,Unknown,,73,,
7772,Unknown,,91,,
7773,Unknown,,54,,
7774,Unknown,,69,,
7775,Unknown,,68,,
7776,Unknown,,37,,
7777,Unknown,,33,,
7778,Unknown,,126,,
7779,Unknown,,63,,
7780,Unknown,,25,,
7781,Unknown,,76,,
7782,Unknown,,71,,
7783,Unknown,,,,
7784,Unknown,,24,,
7785,Unknown,,45,,
7786,Unknown,,79,,
7787,Unknown,,106,,
7788,Unknown,,20,,
7789,Unknown,,30,,
7790,Unknown,,66,,
7791,Unknown,,63,,
7792,Unknown,,67,,
7793,Unknown,,46,,
7794,Unknown,,64,,
7795,Unknown,,101,,
7796,Unknown,,70,,
7797,Unknown,,42,,
7798,Unknown,,,,
7799,Unknown,,,,
7800,Unknown,,,,
7801,Unknown,,40,,
7802,Unknown,,11,,
7803,Unknown,,86,,
7804,Unknown,,71,,
7805,Unknown,,58,,
7806,Unknown,,67,,
7807,Unknown,,88,,
7808,Unknown,,67,,
7809,Unknown,,38,,
7810,Unknown,,62,,
7811,Unknown,,91,,
7812,Unknown,,62,,
7813,Unknown,,112,,
7814,Unknown,,75,,
7815,Unknown,,52,,
7816,Unknown,,48,,
7817,Unknown,,53,,
7818,Unknown,,64,,
7819,Unknown,,197,,
7820,Unknown,,540,,
7821,Unknown,,50,,
7822,Unknown,,91,,
7823,Unknown,,57,,
7824,Unknown,,135,,
7825,Unknown,,564,,
7826,Unknown,,41,,
7827,Unknown,,210,,
7828,Unknown,,20,,
7829,Unknown,,19,,
7830,Unknown,,29,,
7831,Unknown,,49,,
7832,Unknown,,55,,
7833,Unknown,,37,,
7834,Unknown,,61,,
7835,Unknown,,68,,
7836,Unknown,,20,,
7837,Unknown,,,,
7838,Unknown,,28,,
7839,Unknown,,24,,
7840,Unknown,,48,,
7841,Unknown,,66,,
7842,Unknown,,29,,
7843,Unknown,,24,,
7844,Unknown,,30,,
7845,Unknown,,27,,
7846,Unknown,,23,,
7847,Unknown,,48,,
7848,Unknown,,32,,
7849,Unknown,,298,,
7850,Unknown,,66,,
7851,Unknown,,81,,
7852,Unknown,,68,,
7853,Unknown,,2,,
7854,Unknown,,77,,
7855,Unknown,,23,,
7856,Unknown,,31,,
7857,Unknown,,5,,
7858,Unknown,,9,,
7859,Unknown,,29,,
7860,Unknown,,10,,
7861,Unknown,,,,
7862,Unknown,,,,
7863,Unknown,,10,,
7864,Unknown,,,,
7865,Unknown,,12,,
7866,Unknown,,23,,
7867,Unknown,,40,,
7868,Unknown,,18,,
7869,Unknown,,4,,
7870,Unknown,,,,
7871,Unknown,,39,,
7872,Unknown,,42,,
7873,Unknown,,10,,
7874,Unknown,,40,,
7875,Unknown,,57,,
7876,Unknown,,,,
7877,Unknown,,133,,
7878,Unknown,,48,,
7879,Unknown,,,,
7880,Unknown,,23,,
7881,Unknown,,18,,
7882,Unknown,,58,,
7883,Unknown,,21,,
7884,Unknown,,34,,
7885,Unknown,,8,,
7886,Unknown,,43,,
7887,Unknown,,,,
7888,Unknown,,,,
7889,Unknown,,2,,
7890,Unknown,,93,,
7891,Unknown,,,,
7892,Unknown,,174,,
7893,Unknown,,20,,
7894,Unknown,,2,,
7895,Unknown,,95,,
7896,Unknown,,72,,
7897,Unknown,,13,,
7898,Unknown,,12,,
7899,Unknown,,5,,
7900,Unknown,,56,,
7901,Unknown,,37,,
7902,Unknown,,38,,
7903,Unknown,,28,,
7904,Unknown,,46,,
7905,Unknown,,46,,
7906,Unknown,,12,,
7907,Unknown,,42,,
7908,Unknown,,86,,
7909,Unknown,,86,,
7910,Unknown,,20,,
7911,Unknown,,37,,
7912,Unknown,,397,,
7913,Unknown,,60,,
7914,Unknown,,116,,
7915,Unknown,,59,,
7916,Unknown,,150,,
7917,Unknown,,58,,
7918,Unknown,,41,,
7919,Unknown,,3,,
7920,Unknown,,47,,
7921,Unknown,,141,,
7922,Unknown,,67,,
7923,Unknown,,457,,
7924,Unknown,,10,,
7925,Unknown,,10,,
7926,Unknown,,29,,
7927,Unknown,,,,
7928,Unknown,,,,
7929,Unknown,,48,,
7930,Unknown,,,,
7931,Unknown,,54,,
7932,Unknown,,8,,
7933,Unknown,,92,,
7934,Unknown,,,,
7935,Unknown,,78,,
7936,Unknown,,14,,
7937,Unknown,,12,,
7938,Unknown,,200,,
7939,Unknown,,39,,
7940,Unknown,,20,,
7941,Unknown,,,,
7942,Unknown,,102,,
7943,Unknown,,79,,
7944,Unknown,,,,
7945,Unknown,,52,,
7946,Unknown,,129,,
7947,Unknown,,36,,
7948,Unknown,,9,,
7949,Unknown,,3,,
7950,Unknown,,480,,
7951,Unknown,,97,,
7952,Unknown,,97,,
7953,Unknown,,96,,
7954,Unknown,,99,,
7955,Unknown,,118,,
7956,Unknown,,67,,
7957,Unknown,,50,,
7958,Unknown,,92,,
7959,Unknown,,64,,
7960,Unknown,,68,,
7961,Unknown,,302,,
7962,Unknown,,10,,
7963,Unknown,,,,
7964,Unknown,,2,,
7965,Unknown,,13,,
7966,Unknown,,64,,
7967,Unknown,,,,
7968,Unknown,,59,,
7969,Unknown,,67,,
7970,Unknown,,111,,
7971,Unknown,,,,
7972,Unknown,,6,,
7973,Unknown,,8,,
7974,Unknown,,29,,
7975,Unknown,,6,,
7976,Unknown,,4,,
7977,Unknown,,9,,
7978,Unknown,,62,,
7979,Unknown,,19,,
7980,Unknown,,18,,
7981,Unknown,,,,
7982,Unknown,,75,,
7983,Unknown,,14,,
7984,Unknown,,68,,
7985,Unknown,,17,,
7986,Unknown,,8,,
7987,Unknown,,,,
7988,Unknown,,,,
7989,Unknown,,8,,
7990,Unknown,,,,
7991,Unknown,,56,,
7992,Unknown,,175,,
7993,Unknown,,85,,
7994,Unknown,,440,,
7995,Unknown,,,,
7996,Unknown,,71,,
7997,Unknown,,,,
7998,Unknown,,18,,
7999,Unknown,,61,,
8000,Unknown,,95,,
8001,Unknown,,115,,
8002,Unknown,,20,,
8003,Unknown,,120,,
8004,Unknown,,101,,
8005,Unknown,,309,,
8006,Unknown,,66,,
8007,Unknown,,117,,
8008,Unknown,,173,,
8009,Unknown,,410,,
8010,Unknown,,255,,
8011,Unknown,,49,,
8012,Unknown,,,,
8013,Unknown,,494,,
8014,Unknown,,145,,
8015,Unknown,,3,,
8016,Unknown,,95,,
8017,Unknown,,38,,
8018,Unknown,,38,,
8019,Unknown,,86,,
8020,Unknown,,14,,
8021,Unknown,,18,,
8022,Unknown,,139,,
8023,Unknown,,532,,
8024,Unknown,,118,,
8025,Unknown,,,,
8026,Unknown,,476,,
8027,Unknown,,12,,
8028,Unknown,,105,,
8029,Unknown,,141,,
8030,Unknown,,252,,
8031,Unknown,,30,,
8032,Unknown,,7,,
8033,Unknown,,2,,
8034,Unknown,,,,
8035,Unknown,,79,,
8036,Unknown,,232,,
8037,Unknown,,500,,
8038,Unknown,,123,,
8039,Unknown,,5,,
8040,Unknown,,,,
8041,Unknown,,98,,
8042,Unknown,,29,,
8043,Unknown,,,,
8044,Unknown,,35,,
8045,Unknown,,54,,
8046,Unknown,,,,
8047,Unknown,,,,
8048,Unknown,,31,,
8049,Unknown,,14,,
8050,Unknown,,4,,
8051,Unknown,,5,,
8052,Unknown,,4,,
8053,Unknown,,13,,
8054,Unknown,,21,,
8055,Unknown,,18,,
8056,Unknown,,,,
8057,Unknown,,44,,
8058,Unknown,,89,,
8059,Unknown,,42,,
8060,Unknown,,41,,
8061,Unknown,,6,,
8062,Unknown,,,,
8063,Unknown,,40,,
8064,Unknown,,17,,
8065,Unknown,,,,
8066,Unknown,,67,,
8067,Unknown,,39,,
8068,Unknown,,,,
8069,Unknown,,,,
8070,Unknown,,45,,
8071,Unknown,,,,
8072,Unknown,,10,,
8073,Unknown,,2,,
8074,Unknown,,,,
8075,Unknown,,57,,
8076,Unknown,,19,,
8077,Unknown,,,,
8078,Unknown,,,,
8079,Unknown,,12,,
8080,Unknown,,11,,
8081,Unknown,,45,,
8082,Unknown,,57,,
8083,Unknown,,38,,
8084,Unknown,,,,
8085,Unknown,,100,,
8086,Unknown,,,,
8087,Unknown,,,,
8088,Unknown,,64,,
8089,Unknown,,,,
8090,Unknown,,28,,
8091,Unknown,,45,,
8092,Unknown,,72,,
8093,Unknown,,2,,
8094,Unknown,,22,,
8095,Unknown,,20,,
8096,Unknown,,36,,
8097,Unknown,,80,,
8098,Unknown,,,,
8099,Unknown,,9,,
8100,Unknown,,49,,
8101,Unknown,,25,,
8102,Unknown,,29,,
8103,Unknown,,30,,
8104,Unknown,,67,,
8105,Unknown,,40,,
8106,Unknown,,20,,
8107,Unknown,,4,,
8108,Unknown,,,,
8109,Unknown,,15,,
8110,Unknown,,42,,
8111,Unknown,,47.5,,
8112,Unknown,,3,,
8113,Unknown,,,,
8114,Unknown,,,,
8115,Unknown,,,,
8116,Unknown,,147,,
8117,Unknown,,67,,
8118,Unknown,,37,,
8119,Unknown,,,,
8120,Unknown,,70,,
8121,Unknown,,4,,
8122,Unknown,,66,,
8123,Unknown,,190,,
8124,Unknown,,29,,
8125,Unknown,,286,,
8126,Unknown,,189,,
8127,Unknown,,54,,
8128,Unknown,,536,,
8129,Unknown,,38,,
8130,Unknown,,19,,
8131,Unknown,,24,,
8132,Unknown,,20,,
8133,Unknown,,,,
8134,Unknown,,254,,
8135,Unknown,,488,,
8136,Unknown,,373,,
8137,Unknown,,66,,
8138,Unknown,,592,,
8139,Unknown,,80,,
8140,Unknown,,108,,
8141,Unknown,,,,
8142,Unknown,,,,
8143,Unknown,,189,,
8144,Unknown,,40,,
8145,Unknown,,41,,
8146,Unknown,,25,,
8147,Unknown,,58,,
8148,Unknown,,16,,
8149,Unknown,,52,,
8150,Unknown,,,,
8151,Unknown,,195,,
8152,Unknown,,,,
8153,Unknown,,58,,
8154,Unknown,,28,,
8155,Unknown,,18,,
8156,Unknown,,17,,
8157,Unknown,,37,,
8158,Unknown,,64,,
8159,Unknown,,,,
8160,Unknown,,52,,
8161,Unknown,,2,,
8162,Unknown,,17,,
8163,Unknown,,,,
8164,Unknown,,37,,
8165,Unknown,,,,
8166,Unknown,,8,,
8167,Unknown,,,,
8168,Unknown,,25,,
8169,Unknown,,44,,
8170,Unknown,,21,,
